"query","tags","ONTOLOGY_ID","ONTOLOGY_term","eval","score","method","version","to_check"
"lower respiratory infection","disease","DOID:0050161,DOID:0050117","lower respiratory tract disease,disease infectious agent",0,-1,"manual",2024,"False"
"lumbar vertebra fracture","disease","DOID:0080001",,0,-1,"manual",2024,"False"
"lumbar vertebrae fracture","disease","DOID:0080001","bone disease",0,-1,"manual",2024,"False"
"lung abscess","disease","DOID:0060317","lung abscess",1,100,"exact,term",2024,"False"
"lung disease","disease","DOID:850","lung disease",1,100,"exact,term",2024,"False"
"lung infection","disease","DOID:850,DOID:0050117","lung disease,disease infectious agent",0,-1,"manual",2024,"False"
"lung infection asphyxia","disease","DOID:850,DOID:0050117","lung disease,disease infectious agent",0,-1,"manual",2024,"False"
"lung infections and asphyxia","disease","DOID:850,DOID:0050117","lung disease,disease infectious agent",0,-1,"manual",2024,"False"
"lung transplant","disease","DOID:850","lung disease",0,-1,"manual",2024,"False"
"lyme borreliosis","disease","DOID:11729","lyme disease",1,100,"wratio,exact_synonym",2024,"False"
"lyme disease","disease","DOID:11729","lyme disease",1,100,"exact,term",2024,"False"
"lyme disease erythema migrans","disease","DOID:11729","lyme disease",1,100,"token_set_ratio,term",2024,"False"
"lymph node","disease","DOID:9942","lymph node disease",1,-1,"manual",2024,"False"
"lymphoma","disease","DOID:0060058","lymphoma",1,100,"exact,term",2024,"False"
"mac lung disease","disease","DOID:850,DOID:2755","lung disease,mycobacterium avium complex disease",0,-1,"manual",2024,"False"
"mac pneumonia , hiv","disease","DOID:2755,DOID:874,DOID:526",,0,-1,"manual",2024,"False"
"malignant neoplasm brain stem","disease","DOID:4203",,1,95.0819672131148,"wratio,exact_synonym",2024,"False"
"malignant neoplasm gastric antrum","disease","DOID:10534","stomach cancer",1,100,"token_set_ratio,exact_synonym",2024,"False"
"malignant neoplasm rectosigmoid junction","disease","DOID:2780","rectosigmoid junction neoplasm",1,95,"wratio,term",2024,"False"
"malignant tumor","disease","DOID:162","cancer",0,-1,"manual",2024,"False"
"malignant tumor colon","disease","DOID:219","cancer",0,-1,"manual",2024,"False"
"mastitis","disease","DOID:10690","mastitis",1,100,"exact,term",2024,"False"
"medially healthy , severe/advance early childhood dental caries","disease","DOID:216","dental caries",1,100,"token_set_ratio,term",2024,"False"
"mediastinal abscess","symptom","SYMP:0000672","abscess",1,100,"token_set_ratio,term",2024,"False"
"medical device-related infection","disease","DOID:0050117","disease infectious agent",1,-1,"manual",2024,"False"
"medical devicerelated infection","disease","DOID:0050117","disease infectious agent",0,-1,"manual",2024,"False"
"medical record query determined medicare severity diagnosis related group ( m drg ) score 5.3491 ; patient refined diagnosis related group ( aprdrg ) score 5.8067 ; severity illness ( soi ) score 4 ; risk mortality ( rom ) score 4. developed complication chondrolysis , acetabular protrusion , avascular necrosis , proximal femoral dissolution treated 2 stage total hip arthroplasty","disease,symptom","DOID:4,SYMP:0000132","necrosis",0,-1,"manual",2024,"True"
"melioidosis","disease","DOID:5052","melioidosis",1,100,"exact,term",2024,"False"
"meningioma","disease","DOID:3565","meningioma",1,100,"exact,term",2024,"False"
"meningiomas","disease","DOID:3565","meningioma",1,100,"exact,term",2024,"False"
"meningitis","disease","DOID:9471","meningitis",1,100,"exact,term",2024,"False"
"meningitis , septic arthritis","disease","DOID:9471,DOID:813","septic arthritis",0,-1,"manual",2024,"False"
"meningitis, septic arthritis","disease","DOID:848","arthritis",1,100,"token_set_ratio,term",2024,"False"
"microbiota",,-1,,1,-1,"not_assigned",2024,"False"
"mink hemorrhagic pneumonia","disease","DOID:552","pneumonia",1,100,"token_set_ratio,term",2024,"False"
"mlnutritionn , abnormal liver function","disease","DOID:409","liver disease",0,-1,"manual",2024,"False"
"mrsa infection","disease","DOID:104","bacterial infectious disease",1,-1,"manual",2024,"False"
"multiple edematous lesion","disease","DOID:4","disease",0,-1,"manual",2024,"False"
"multiple fracture","disease","DOID:0080001","bone disease",0,-1,"manual",2024,"False"
"multiple infection","disease","DOID:0050117","disease infectious agent",0,-1,"manual",2024,"False"
"multiple infections","disease","DOID:0050117","disease infectious agent",1,-1,"manual",2024,"False"
"multiple injuries","disease","DOID:4",,1,-1,"manual",2024,"False"
"multiple injuries, traumatic brain herniation","disease","DOID:0081292",,0,-1,"manual",2024,"False"
"multiple injury","disease","DOID:4","disease",1,-1,"manual",2024,"False"
"multiple injury , traumatic brain herniation","disease","DOID:0081292","traumatic brain injury",1,100,"token_set_ratio,term",2024,"False"
"multiple myeloma","disease","DOID:9538","multiple myeloma",1,100,"exact,term",2024,"False"
"multiple organ failure","symptom","SYMP:0000724,DOID:4","multiple organ failure",0,-1,"manual",2024,"True"
"multiple trauma","disease","DOID:4",,0,-1,"manual",2024,"False"
"mycetoma pedis","disease","DOID:37","skin disease",0,-1,"manual",2024,"False"
"mycobacteriaceae","disease","DOID:104","bacterial infectious disease",1,-1,"manual",2024,"False"
"mycobacteriosis","disease","DOID:104","immunodeficiency 35",0,-1,"manual",2024,"False"
"myelodysplasia syndrome ( md ) acute myeloblastic leukemia ( amlm2 )","disease","DOID:0081092","acute myeloid leukemia myelodysplasiarelated change",0,-1,"manual",2024,"False"
"myelodysplasia syndrome (mds) and acute myeloblastic leukemia (aml-m2)","disease","DOID:0081092","acute myeloid leukemia myelodysplasiarelated change",0,-1,"manual",2024,"False"
"myelodysplastic syndrome","disease","DOID:0050908","myelodysplastic syndrome",1,100,"exact,term",2024,"False"
"nasal inflammation","disease","DOID:2163","nasal cavity disease",0,-1,"manual",2024,"False"
"nasopharyngeal carcinoma","disease","DOID:9261","nasopharynx carcinoma",1,100,"wratio,exact_synonym",2024,"False"
"neck abscess","symptom","SYMP:0000672","abscess",1,100,"token_set_ratio,term",2024,"False"
"necrotizing enterocolitis","disease","DOID:8677","perinatal necrotizing enterocolitis",1,95,"wratio,term",2024,"False"
"necrotizing fasciitis","disease","DOID:9602","necrotizing fasciitis",1,100,"exact,term",2024,"False"
"necrotizing fasciitisleft leg","disease","DOID:9602",,0,-1,"manual",2024,"False"
"necrotizing fasciitisright neck","disease","DOID:9602",,0,-1,"manual",2024,"False"
"neonatal bacterial meningitis","disease","DOID:9470",,1,95,"wratio,term",2024,"False"
"neonatal intestinal obstruction , lower respiratory infection","disease","DOID:8437,DOID:0050161,DOID:0050117","intestinal obstruction,lower respiratory tract disease,disease infectious agent",0,-1,"manual",2024,"False"
"neonatal necrotizing enterocolitis","disease","DOID:8677","perinatal necrotizing enterocolitis",1,92.7536231884058,"wratio,term",2024,"False"
"neonatal purulent meningitis","disease","DOID:9471","meningitis",1,100,"token_set_ratio,term",2024,"False"
"neuroborreliosis","disease","DOID:11729","lyme disease",1,100,"wratio,exact_synonym",2024,"False"
"no disease","healthy",-1,,0,-1,"manual",2024,"False"
"no_data",,-1,,1,-1,"not_assigned",2024,"False"
"nocardiosis","disease","DOID:2312","nocardiosis",1,100,"exact,term",2024,"False"
"nodulation bean","ecosystem",-1,,1,-1,"not_assigned",2024,"False"
"non clinical",,-1,,1,-1,"not_assigned",2024,"False"
"non-atrophic gastritis","disease","DOID:4029","gastritis",1,-1,"manual",2024,"False"
"non-hodgkin lymfoma","disease","DOID:0060060","nonhodgkin lymphoma",1,91.8918918918919,"wratio,term",2024,"False"
"non-insulin-dependent diabets mellitus","disease","DOID:9352",,1,96,"wratio,exact_synonym",2024,"False"
"non-pathogenic","healthy",-1,,0,-1,"manual",2024,"False"
"non-tuberculosis mycobacteria (ntm) infection","disease","DOID:104",,1,-1,"manual",2024,"False"
"nonatrophic gastritis","disease","DOID:4029","gastritis",0,-1,"manual",2024,"False"
"none in pigs",,-1,,0,-1,"manual",2024,"False"
"none pig","ecosystem",-1,,1,-1,"not_assigned",2024,"False"
"none/screening",,-1,,1,-1,"not_assigned",2024,"False"
"nonhodgkin lymfoma","disease","DOID:0060060","nonhodgkin lymphoma",1,91.8918918918919,"wratio,term",2024,"False"
"noninsulindependent diabets mellitus","disease","DOID:9352","type 2 diabetes mellitus",1,96,"wratio,exact_synonym",2024,"False"
"nonpathogenic","healthy",-1,,1,-1,"not_assigned",2024,"False"
"nonpigmented",,-1,,1,-1,"not_assigned",2024,"False"
"nonspecific fever","symptom","SYMP:0000613","fever",1,100,"token_set_ratio,term",2024,"False"
"nontuberculosis mycobacteria ( ntm ) infection","disease","DOID:4",,0,-1,"manual",2024,"False"
"normal","healthy",-1,,0,-1,"manual",2024,"False"
"nosocomial infection","disease","DOID:0050117","disease infectious agent",0,-1,"manual",2024,"False"
"nosocomial infections","disease","DOID:0050117","disease infectious agent",1,-1,"manual",2024,"False"
"nterstitial lung disease","disease","DOID:3082","interstitial lung disease",1,97.9591836734694,"wratio,term",2024,"False"
"ny",,-1,,1,-1,"not_assigned",2024,"False"
"obscured",,-1,,1,-1,"not_assigned",2024,"False"
"onset fever , antibiotic treatment","disease,symptom","SYMP:0000613,DOID:104",,0,-1,"manual",2024,"True"
"opportunistic bacterial infectious disease","disease","DOID:0050340","opportunistic bacterial infectious disease",1,100,"exact,term",2024,"False"
"opportunistic infection","disease","DOID:0050117",,0,-1,"manual",2024,"False"
"oral leukoplakia ( moderate dysplasia )","disease","DOID:9655",,0,-1,"manual",2024,"False"
"organism isolated early course fine needle aspiration prior decompensation ( eventually required pressor support ventilation ) , eventually became bacteremic index organism seeding organ system lung ( were identified pulmonary isolate )","disease","DOID:104","bacterial infectious disease",0,-1,"manual",2024,"False"
"osteoarthritis","disease","DOID:8398","osteoarthritis",1,100,"exact,term",2024,"False"
"osteomyelitis","disease","DOID:1019","osteomyelitis",1,100,"exact,term",2024,"False"
"osteomyelitis right proximal femur right pelvis ; septic arthritis right hip ( mrsa+ ) ; pyomyositis right hip pelvis ; abscess right pelvis ( mrsa+ ) ; deep venous thrombosis right iliac vein ; pneumonia ; septic pulmonary embolus ; urinary tract infection","disease,encoded_trait","DOID:1019,DOID:813,DOID:876,DOID:0060903,DOID:552,DOID:9477,DOID:0080784","osteomyelitis,septic arthritis,pyomyositis,thrombosis,pneumonia,pulmonary embolism,urinary tract infection",0,-1,"manual",2024,"False"
"other ent surgery (not chronic rhinosinusitis)","disease","DOID:974",,1,-1,"manual",2024,"False"
"otitis","symptom","SYMP:0000873,DOID:2742","otitis",0,-1,"manual",2024,"True"
"otitis media","disease","DOID:10754",,1,100,"exact,term",2024,"False"
"otitis medium","disease","DOID:10754","otitis medium",1,100,"exact,term",2024,"False"
"ozena","disease","DOID:4731","atrophic rhinitis",1,100,"wratio,exact_synonym",2024,"False"
"pacemakerrelated endocarditis","disease","DOID:10314","endocarditis",1,100,"token_set_ratio,term",2024,"False"
"pain","symptom","SYMP:0000099","pain",1,100,"exact,term",2024,"False"
"pancreatic occupied lesion","disease","DOID:26",,0,-1,"manual",2024,"False"
"pancreatitis","disease","DOID:4989","pancreatitis",1,100,"exact,term",2024,"False"
"pancreatitis ( colonization )","disease","DOID:4989","pancreatitis",1,100,"token_set_ratio,term",2024,"False"
"pancreatitis (colonization)","disease","DOID:4989",,1,100,"token_set_ratio,term",2024,"False"
"pantoea calida","disease","DOID:104","bacterial infectious disease",1,-1,"manual",2024,"False"
"paraplegia","disease","DOID:607","paraplegia",1,100,"exact,term",2024,"False"
"partial right hepatectomy","disease","DOID:409",,1,-1,"manual",2024,"False"
"parvovirus hemorrhagic enteritis","disease,symptom","DOID:5295,DOID:934,SYMP:0000039","intestinal disease,viral infectious disease,enteritis",0,-1,"manual",2024,"False"
"pasteurellosis","disease","DOID:11055","pasteurellosis",1,100,"exact,term",2024,"False"
"pelvic cancer","disease","DOID:162","cancer",0,100,"token_set_ratio,term",2024,"False"
"peptic ulcer perforation","disease","DOID:752","peptic ulcer perforation",1,100,"exact,term",2024,"False"
"perforation digestive tract","disease","DOID:2074",,0,-1,"manual",2024,"False"
"perianal abscess","symptom","SYMP:0000672","abscess",1,100,"token_set_ratio,term",2024,"False"
"periimplantitis","disease","DOID:1091","tooth disease",0,-1,"manual",2024,"False"
"periodontitis","disease","DOID:824","periodontitis",1,100,"exact,term",2024,"False"
"perisplenic abscess","symptom","SYMP:0000672","abscess",1,100,"token_set_ratio,term",2024,"False"
"peritoneal fluid infection","disease","DOID:0050117","disease infectious agent",0,-1,"manual",2024,"False"
"peritonitis","disease","DOID:8283","peritonitis",1,100,"exact,term",2024,"False"
"peritonitis disease","disease","DOID:8283","disease",0,100,"token_set_ratio,term",2024,"False"
"pharyngeal colonization","disease","DOID:77",,0,-1,"manual",2024,"False"
"pharyngitis/tonsilitis","disease","DOID:2275,DOID:10456","pharyngitis,tonsillitis",0,-1,"manual",2024,"False"
"placentitis","disease","DOID:0050697",,0,-1,"manual",2024,"False"
"plague","disease","DOID:3482",,1,100,"exact,term",2024,"False"
"pleurisy","disease","DOID:10247","pleurisy",1,100,"exact,term",2024,"False"
"pneumococcal septicemia","symptom","SYMP:0019148,DOID:0050117","septicemia",0,-1,"manual",2024,"True"
"pneumonia","disease","DOID:552","pneumonia",1,100,"exact,term",2024,"False"
"pneumonia ( fatal )","disease","DOID:552","pneumonia",0,100,"token_set_ratio,term",2024,"False"
"pneumonia (fatal)","disease","DOID:552","pneumonia",1,100,"token_set_ratio,term",2024,"False"
"pneumonia , acute kidney injury , cerebral infarction","disease","DOID:552,DOID:6713","pneumonia",0,-1,"manual",2024,"False"
"pneumonia , digestive disorder","disease","DOID:552,DOID:77","pneumonia,gastrointestinal system disease",0,-1,"manual",2024,"False"
"pneumonia , septicemia","disease","DOID:552,SYMP:0019148,DOID:0050117","pneumonia",0,-1,"manual",2024,"True"
"pneumonia ; cerebral hemorrhage","disease","DOID:552,DOID:6713","pneumonia,cerebrovascular disease",0,-1,"manual",2024,"False"
"pneumonia and bacteremia","disease","DOID:552",,1,100,"token_set_ratio,term",2024,"False"
"pneumonia bacteremia","disease","DOID:874","bacterial pneumonia",0,-1,"manual",2024,"False"
"pneumonia due klebsiella pneumoniae","disease","DOID:13272","klebsiella pneumonia",1,95.8904109589041,"wratio,exact_synonym",2024,"False"
"pneumonia mechanical ventilation","disease","DOID:552","pneumonia",0,100,"token_set_ratio,term",2024,"False"
"pneumonia, acute kidney injury, cerebral infarction","disease","DOID:3526","cerebral infarction",1,100,"token_set_ratio,term",2024,"False"
"pneumoniae","disease","DOID:552","pneumonia",1,94.7368421052632,"wratio,term",2024,"False"
"pnuemonia","disease","DOID:552","pneumonia",0,-1,"manual",2024,"False"
"polymicrobial bacteremia","disease","DOID:104",,0,-1,"manual",2024,"False"
"polyuria","symptom","SYMP:0000565","polyuria",1,100,"exact,term",2024,"False"
"porcine pneumonia","disease,ecosystem","DOID:552","pneumonia",0,-1,"manual",2024,"False"
"post operation",,-1,,0,-1,"not_assigned",2024,"False"
"post-hepatitis cirrhosis","disease","DOID:5082",,1,100,"token_set_ratio,exact_synonym",2024,"False"
"post-renal transplantation","disease","DOID:557","kidney disease",1,-1,"manual",2024,"False"
"posthepatitis cirrhosis","disease","DOID:5082","liver cirrhosis",1,100,"token_set_ratio,exact_synonym",2024,"False"
"postmortem",,-1,,1,-1,"not_assigned",2024,"False"
"postoperative",,-1,,0,-1,"manual",2024,"False"
"postoperative esophageal atresia , pneumonia","disease","DOID:10485,DOID:552","esophageal atresia,pneumonia",0,-1,"manual",2024,"False"
"postoperative esophageal atresia, pneumonia","disease","DOID:10485,DOID:552",,0,-1,"manual",2024,"False"
"postoperative recovery",,-1,,1,-1,"not_assigned",2024,"False"
"postrenal transplantation","disease","DOID:557",,0,-1,"manual",2024,"False"
"postsurgical infection","disease","DOID:0050117",,0,-1,"manual",2024,"False"
"premature",,-1,,1,-1,"manual",2024,"True"
"premature delivery","disease","DOID:0111144","preterm premature rupture membrane",1,-1,"manual",2024,"False"
"presumptive gonorrhea","disease","DOID:7551","gonorrhea",0,-1,"manual",2024,"False"
"primary bacterial infectious disease","disease","DOID:0050338","primary bacterial infectious disease",1,100,"exact,term",2024,"False"
"primary upper tibial osteomyelitis and bacteremia","disease","DOID:1019","osteomyelitis",1,100,"token_set_ratio,term",2024,"False"
"primary upper tibial osteomyelitis bacteremia","disease","DOID:1019","osteomyelitis",1,100,"token_set_ratio,term",2024,"False"
"proctology",,-1,,0,-1,"not_assigned",2024,"False"
"prom","disease","DOID:0111144","preterm premature rupture membrane",1,-1,"manual",2024,"False"
"prostate cancer","disease","DOID:10283","prostate cancer",1,100,"exact,term",2024,"False"
"prostatic cancer","disease","DOID:10283","prostate cancer",1,90.3225806451613,"wratio,term",2024,"False"
"prostatic hyperplasia","disease","DOID:47","prostate disease",0,-1,"manual",2024,"False"
"prosthesis related infection","disease","DOID:0050117",,0,-1,"manual",2024,"False"
"prosthesis related infections","disease","DOID:0050117","disease infectious agent",1,-1,"manual",2024,"False"
"prosthetic joint infection","disease","DOID:0050117","disease infectious agent",1,-1,"manual",2024,"False"
"pulmonary","disease","DOID:850","lung disease",1,-1,"manual",2024,"False"
"pulmonary disease , chronic obstructive","disease","DOID:3083","chronic obstructive pulmonary disease",1,95,"wratio,term",2024,"False"
"pulmonary infection","disease","DOID:850,DOID:0050117","lung disease,disease infectious agent",0,-1,"manual",2024,"False"
"pulmonary infections","disease","DOID:850,DOID:0050117",,0,-1,"manual",2024,"False"
"purulent skin infection ( necrotic skin tights )","disease","DOID:37,DOID:0050117",,0,-1,"not_assigned",2024,"False"
"purulent skin infection ( skin necrosis )","symptom","DOID:37,SYMP:0000132","necrosis",0,-1,"manual",2024,"True"
"purulent skin infection (necrotic skin on tights)","disease","DOID:37,DOID:0050117",,0,-1,"manual",2024,"False"
"purulent skin infection (skin necrosis)","disease,symptom","DOID:37,SYMP:0000132","skin disease,necrosis",0,-1,"manual",2024,"False"
"pyelonephritis","disease","DOID:11400","pyelonephritis",1,100,"exact,term",2024,"False"
"pylmonary infection","disease","DOID:850,DOID:0050117",,0,-1,"not_assigned",2024,"False"
"pyoderma","disease","DOID:4223","pyoderma",1,100,"exact,term",2024,"False"
"pyogenic flexor tenosynovitis","disease","DOID:970","tenosynovitis",1,100,"token_set_ratio,term",2024,"False"
"pyogenic liver abscess and bacteremia","symptom","SYMP:0000672","abscess",1,100,"token_set_ratio,term",2024,"False"
"pyogenic liver abscess bacteremia","disease,symptom","SYMP:0000295,DOID:104","hepatic abscess,bacterial infectious disease",0,-1,"manual",2024,"False"
"pyometra and cystitis","disease","DOID:1679","cystitis",1,100,"token_set_ratio,term",2024,"False"
"pyometra cystitis","disease","DOID:1679,DOID:104",,0,-1,"manual",2024,"True"
"q fever","disease","DOID:11100","q fever",1,100,"exact,term",2024,"False"
"ralstonia pseudosolanacearum","disease","DOID:0050117",,1,-1,"manual",2024,"False"
"ralstonia solanacearum","disease","DOID:104","bacterial infectious disease",1,-1,"manual",2024,"False"
"rash","symptom","SYMP:0000487","rash",1,100,"exact,term",2024,"False"
"rat-bite fever/bite wound","disease","DOID:104",,1,-1,"manual",2024,"False"
"ratbite fever/bite wound","disease","DOID:0050338","primary bacterial infectious disease",0,-1,"manual",2024,"False"
"recovered",,-1,,1,-1,"not_assigned",2024,"False"
"recovered operation",,-1,,0,-1,"not_assigned",2024,"False"
"recovery",,-1,,1,-1,"not_assigned",2024,"False"
"rectal carriage","ecosystem",-1,,1,-1,"not_assigned",2024,"False"
"rectal swab","ecosystem",-1,,1,-1,"not_assigned",2024,"False"
"recurrent",,-1,,0,-1,"manual",2024,"False"
"recurrent urinary tract infection","disease","DOID:0080784",,1,95,"wratio,term",2024,"False"
"rehab",,-1,,0,-1,"not_assigned",2024,"False"
"relapse fever","symptom","SYMP:0000613",,1,100,"token_set_ratio,term",2024,"False"
"relapsing fever","disease","DOID:13034","relapsing fever",1,100,"exact,term",2024,"False"
"removal of ureteral d-j tube","disease","DOID:1579",,1,-1,"manual",2024,"False"
"removal ureteral dj tube","ecosystem",-1,,1,-1,"not_assigned",2024,"False"
"renal transplantation","disease","DOID:557","kidney disease",1,-1,"manual",2024,"False"
"respiratory","disease","DOID:1579","respiratory system disease",1,-1,"manual",2024,"False"
"respiratory disease","disease","DOID:1579","respiratory system disease",1,95,"wratio,term",2024,"False"
"respiratory distress","disease","DOID:11394","adult respiratory distress syndrome",1,100,"token_set_ratio,term",2024,"False"
"respiratory distress syndrome","disease","DOID:11394","adult respiratory distress syndrome",1,95,"wratio,term",2024,"False"
"respiratory failure","disease","DOID:11162","respiratory failure",1,100,"exact,term",2024,"False"
"respiratory infection","disease","DOID:1579,DOID:0050117","respiratory system disease,disease infectious agent",0,-1,"manual",2024,"False"
"respiratory secretion","disease","DOID:1579","respiratory system disease",1,-1,"manual",2024,"False"
"respiratory system infection","disease","DOID:1579,DOID:0050117","respiratory system disease,disease infectious agent",0,-1,"manual",2024,"False"
"respiratory tract infection","disease","DOID:104,DOID:1579","bacterial infectious disease,respiratory system disease",0,-1,"manual",2024,"False"
"respiratory tract infections","disease","DOID:1579,DOID:0050117","respiratory system disease,disease infectious agent",0,-1,"manual",2024,"False"
"riemerella anatipestifer infection","disease","DOID:104","bacterial infectious disease",1,-1,"manual",2024,"False"
"right-sided infective endocarditis","disease","DOID:0060000",,1,100,"token_set_ratio,term",2024,"False"
"rightsided infective endocarditis","disease","DOID:0060000","infective endocarditis",1,100,"token_set_ratio,term",2024,"False"
"rti","disease","DOID:104,DOID:1579","bacterial infectious disease,respiratory system disease",0,-1,"manual",2024,"False"
"s. typhi infective endocarditis","disease","DOID:0060000","infective endocarditis",1,95,"wratio,term",2024,"False"
"salmonella","disease","DOID:0060859","salmonellosis",1,100,"token_set_ratio,exact_synonym",2024,"False"
"salmonella gastroenteretis","disease","DOID:0060859",,1,-1,"manual",2024,"False"
"salmonella gastroenteritis","disease","DOID:0060859","salmonellosis",1,-1,"manual",2024,"False"
"salmonella gastroenteritis .","disease","DOID:0060859",,0,-1,"manual",2024,"False"
"salmonella gastroenteritis.","disease","DOID:0060859","salmonellosis",1,-1,"manual",2024,"False"
"salmonellosis","disease","DOID:0060859","salmonellosis",1,100,"exact,term",2024,"False"
"screen",,-1,,1,-1,"not_assigned",2024,"False"
"screening",,-1,,1,-1,"not_assigned",2024,"False"
"screening sample",,-1,,0,-1,"not_assigned",2024,"False"
"secondary tuberculosis","disease","DOID:399","tuberculosis",1,100,"token_set_ratio,term",2024,"False"
"secretory diarrhea","disease","DOID:0050129","secretory diarrhea",1,100,"exact,term",2024,"False"
"senlat",,-1,,1,-1,"not_assigned",2024,"False"
"sepsis","disease","DOID:0050117","disease infectious agent",1,-1,"manual",2024,"False"
"sepsis , meningitis urinary system infection","disease","DOID:9471,DOID:0050117,DOID:0080784","meningitis,disease infectious agent,urinary tract infection",0,-1,"manual",2024,"False"
"sepsis due salmonella","disease","DOID:0060859","salmonellosis",0,-1,"manual",2024,"False"
"sepsis due to salmonella","disease","DOID:0040085","bacterial sepsis",1,-1,"manual",2024,"False"
"sepsis multiorgan failure","symptom","SYMP:0000724","multiple organ failure",1,-1,"manual",2024,"False"
"sepsis patient","disease","DOID:0050117","disease infectious agent",0,-1,"manual",2024,"False"
"sepsis shock","symptom","SYMP:0000451",,1,-1,"manual",2024,"False"
"sepsis/meningeal involvement","disease","DOID:0050117",,1,-1,"manual",2024,"False"
"septic arthritis/cellulitis","disease","DOID:848,DOID:0050117","arthritis,disease infectious agent",0,-1,"manual",2024,"False"
"septic shock","symptom","SYMP:0000451,DOID:0050117","septic shock",0,-1,"manual",2024,"True"
"septic shock , multiple organ failure","symptom","DOID:4,SYMP:0000724,SYMP:0000451","multiple organ failure",0,-1,"manual",2024,"True"
"septic shock , necrotizing fasciitis , rhabdomyolysis , cardiopulmonary arrest ( post cardiopulmonary resuscitation ) , acute respiratory failure","disease,symptom","SYMP:0000451,DOID:9602,DOID:0080000,DOID:11162",,0,-1,"manual",2024,"True"
"septic shock, multiple organ failure","symptom","SYMP:0000451,SYMP:0000724",,0,-1,"manual",2024,"False"
"septic shoulder arthrtitis","disease","DOID:813,DOID:0050117",,0,-1,"manual",2024,"False"
"septicaemia","symptom","SYMP:0019148,DOID:0050117","septicemia",0,-1,"manual",2024,"True"
"septicaemia due fowl cholera","disease","DOID:1498,SYMP:0019148,DOID:0050117","cholera",0,-1,"manual",2024,"True"
"septicemia","symptom","SYMP:0019148,DOID:0050117","septicemia",0,-1,"manual",2024,"True"
"septicemia , acute & chronic respiratory failure , pancreatitis , heart failure , end stage renal disease , coma , morbid obesity , c. diff , chronic pulmonary heart disease","disease","DOID:4989,DOID:11162,DOID:6000,DOID:783,DOID:12326,DOID:0050117","pancreatitis,respiratory failure,congestive heart failure,end stage renal disease,chronic pulmonary heart disease,disease infectious agent",0,-1,"manual",2024,"False"
"septicemia , necrosis liver , acute kidney failure , acute respiratory failure , chronic pulmonary heart disease , pulmonary collapse , dvt","disease","DOID:409,DOID:3021,DOID:11162,DOID:12326","liver disease,acute kidney failure,respiratory failure,chronic pulmonary heart disease",0,-1,"manual",2024,"False"
"severe",,-1,,0,-1,"manual",2024,"False"
"severe abdominal infection","disease","DOID:0050117",,0,-1,"manual",2024,"False"
"severe periodontitis","disease","DOID:824","periodontitis",1,100,"token_set_ratio,term",2024,"False"
"severe pneumonia","disease","DOID:552","pneumonia",1,100,"token_set_ratio,term",2024,"False"
"severe pneumonia , acute respiratory failure","disease","DOID:552,DOID:11162","pneumonia",0,-1,"manual",2024,"False"
"severe pneumonia serious pneumonia","disease","DOID:552","pneumonia",1,100,"token_set_ratio,term",2024,"False"
"severe pneumonia, acute respiratory failure","disease","DOID:552,DOID:11162","pneumonia,respiratory failure",0,100,"token_set_ratio,term",2024,"False"
"severe pulmonary infection","disease","DOID:850","lung disease",1,-1,"manual",2024,"False"
"severe sepsis , urinary tract infection lung infection","disease","SYMP:0019148,DOID:0050117,DOID:0080784","urinary tract infection",0,-1,"manual",2024,"True"
"severe sepsis, urinary tract infection and lung infection","disease","DOID:0050117,DOID:0080784,DOID:850","disease infectious agent,urinary tract infection,lung disease",0,-1,"manual",2024,"False"
"severe septic shock","symptom","SYMP:0000451,DOID:0050117","septic shock",0,-1,"manual",2024,"True"
"shigellosis","disease","DOID:12385",,1,100,"exact,term",2024,"False"
"shihelosis","disease","DOID:12385","shigellosis",0,-1,"manual",2024,"False"
"shingle","disease","DOID:8536","herpes zoster",1,93.3333333333333,"wratio,exact_synonym",2024,"False"
"shothole","disease","DOID:1564","fungal infectious disease",1,-1,"manual",2024,"False"
"significant comorbidities ; alcoholic necrotizing pancreatitis ( likely linked disease state )","disease","DOID:0080998","acute necrotizing pancreatitis",0,-1,"manual",2024,"False"
"site-operative infection","disease","DOID:0050117",,1,-1,"manual",2024,"False"
"siteoperative infection","disease","DOID:0050117",,0,-1,"manual",2024,"False"
"skin abscess","symptom","SYMP:0000251","dermal abscess",1,100,"wratio,exact_synonym",2024,"False"
"skin and soft tissue infection","disease","DOID:37,DOID:0050117","skin disease,disease infectious agent",0,-1,"manual",2024,"False"
"skin and soft tissue infection purulent abscess","disease,symptom","SYMP:0000672,DOID:0050117","abscess,disease infectious agent",0,-1,"manual",2024,"False"
"skin disease","disease","DOID:37","skin disease",1,100,"exact,term",2024,"False"
"skin infection","disease","DOID:37,DOID:0050117","skin disease,disease infectious agent",0,-1,"manual",2024,"False"
"skin lesion","symptom","SYMP:0000092","skin lesion",1,100,"exact,term",2024,"False"
"skin soft tissue infection","disease","DOID:37,DOID:0050117",,0,-1,"manual",2024,"False"
"skin soft tissue infection purulent abscess","symptom","SYMP:0000672,DOID:0050117","abscess",0,-1,"manual",2024,"False"
"skin ulceration","symptom","SYMP:0000136","skin ulcer",1,-1,"manual",2024,"False"
"skin/soft tissue infection","disease","DOID:37,DOID:0050117",,0,-1,"manual",2024,"False"
"soft tissue infection","disease","DOID:0050117","disease infectious agent",1,-1,"manual",2024,"False"
