"query","method","eval","tags","version","source","TAXONOMY_UID"
"laboratory contaminant","not_assigned",1,"anthropogenic,contaminated",20231103,"IsolationSource",-1
"laboratory contaminant culture gloeobacter violaceus","ete4,inmapping,token_set_ratio",0,"host_associated,cell_culture",2024,"type",33072
"laboratory derivative atcc 14028s","ete4,inmapping,token_set_ratio",0,"anthropogenic,laboratory",2024,"type",-1
"laboratory derivative wild isolate found soil","ete4,inmapping,token_set_ratio",1,"soil",2024,"type",-1
"laboratory evolution","not_assigned",1,"anthropogenic,construction",20231103,"IsolationSource",-1
"laboratory isolate","not_assigned",1,"cell_culture",20231103,"IsolationSource",-1
"laboratory maintained","ete4,inmapping,token_set_ratio",1,"anthropogenic,laboratory",2024,"type",-1
"laboratory mosquito line ( malaysian nuclear background )","ete4,token_set_ratio,common",1,"anthropogenic,laboratory",2024,"type",-1
"laboratory mutant 6535","ete4,inmapping,token_set_ratio",1,"anthropogenic,laboratory",2024,"type",-1
"laboratory selected 4","ete4,inmapping,token_set_ratio",1,"anthropogenic,laboratory",2024,"type",-1
"laboratory selected 5","ete4,inmapping,token_set_ratio",1,"anthropogenic,laboratory",2024,"type",-1
"laboratory selected 6","ete4,inmapping,token_set_ratio",0,"anthropogenic,laboratory",2024,"type",-1
"laboratory stock","not_assigned",1,"anthropogenic",20231103,"IsolationSource",-1
"laboratory strain","not_assigned",1,"cell_culture",20231103,"IsolationSource",-1
"laboratorymaintained bacterial culture","ete4,inmapping,token_set_ratio",0,"cell_culture",2024,"type",-1
"lacertilia","not_assigned",0,"host_associated",20231103,"Host",1329911
"lactic acid bacteria","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",2
"lactic starter ( for yogurt making )","ete4,inmapping,token_set_ratio",1,"food,fermented",2024,"type",-1
"lactuca sativa","ete3",1,"host_associated",20231103,"Host",4236
"lactuca sativa l. var . longifolia","fuzzy_sci",1,"host_associated",20231103,"Host",1759395
"lactuca sp .","fuzzy_sci",1,"host_associated",20231103,"Host",4235
"lagenorhynchus acutus","ete3",1,"host_associated",20231103,"Host",90246
"lagoon water","environmental",1,"aquatic,lagoon",20231103,"IsolationSource",-1
"lagria villosa","ete3",1,"host_associated",20231103,"Host",1337086
"lake","not_assigned",1,"aquatic,freshwater,lake",20231103,"IsolationSource",-1
"lake kulim","not_assigned",1,"aquatic,freshwater,lake",20231103,"IsolationSource",-1
"lake kulim , kedah , malaysia","ete4,inmapping,token_set_ratio",0,"aquatic,freshwater,lake,location",2024,"type",-1
"lake mainaki","not_assigned",1,"aquatic,freshwater,lake,location",20231103,"IsolationSource",-1
"lake mainaki silt","ete4,inmapping,token_set_ratio",0,"aquatic,freshwater,lake,location",2024,"type",-1
"lake sediment","ete4,inmapping,token_set_ratio",0,"aquatic,freshwater,lake,sediment",2024,"type",-1
"lake surface water","ete4,inmapping,token_set_ratio",1,"aquatic,freshwater,lake",2024,"type",-1
"lake untersee","ete4,inmapping,token_set_ratio",0,"aquatic,freshwater,lake,location",2024,"type",-1
"lake water","ete4,inmapping,token_set_ratio",1,"aquatic,freshwater,lake",2024,"type",-1
"lama glama","ete3",1,"host_associated",20231103,"Host",9844
"lamb","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",9940
"lamb meat","ete4,inmapping,token_set_ratio",1,"food,meat",2024,"type",-1
"lame broiler","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",9031
"laminated microbial","not_assigned",1,,20231103,"IsolationSource",-1
"landfill","ete4,inmapping,token_set_ratio",1,"soil,waste",2024,"type",-1
"landfill cover soil","environmental",1,"soil,waste",20231103,"IsolationSource",-1
"landfill plastic","ete4,inmapping,token_set_ratio",0,"terrestrial,landfill,inorganic",2024,"type",-1
"landfill soil","ete4,inmapping,wratio",1,"soil,waste",2024,"type",-1
"laodelphax striatellus","ete3",1,"host_associated",20231103,"Host",195883
"large intestine","ete4,inmapping,token_set_ratio",1,"host_associated,gastrointestinal_system",2024,"type",-1
"large yellow croaker","ete4,wratio,common",0,"host_associated",2024,"type",215358
"larimichthys crocea","ete3",1,"host_associated",20231103,"Host",215358
"larus michahellis","ete3",1,"host_associated",20231103,"Host",119627
"larus sp .","fuzzy_sci",1,"host_associated",20231103,"Host",2931298
"larva","ete4,token_set_ratio,sci",0,"material,organic",2024,"type",-1
"larva gut","ete4,inmapping,token_set_ratio",1,"host_associated,gastrointestinal_system",2024,"type",-1
"larva hard clam ( mercenaria mercenaria )","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",6596
"larva tissue","ete4,inmapping,token_set_ratio",1,"material,organic",2024,"type",-1
"laryngeal suction","not_assigned",0,"host_associated,respiratory_system",2024,"type",-1
"lates calcarifer","ete3",1,"host_associated",20231103,"Host",8187
"lathyrus sativus","ete3",1,"host_associated",20231103,"Host",3860
"lava","ete4,token_set_ratio,common",0,"terrestrial,lava",2024,"type",-1
"lavage fluid","ete4,inmapping,token_set_ratio",1,"host_associated,respiratory_system,bronchi",2024,"type",-1
"lavender","ncbi_taxonomy",1,"host_associated",20231103,"Host",39329
"laying hen","ete4,token_set_ratio,common",1,"host_associated",2024,"type",9031
"laying hen withcolibacillosis","ete4,inmapping,token_set_ratio",0,"host_associated,disease",2024,"type",9031
"ldpe film soil","environmental",1,"soil",20231103,"IsolationSource",-1
"leaf","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",-1
"leaf [ bto:0000713 ]","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",3193
"leaf broussonetia papyrifera","ete4,inmapping,wratio",1,"host_associated",2024,"type",172644
"leaf cbblike symptom","ete4,inmapping,token_set_ratio",0,"host_associated,disease",2024,"type",3193
"leaf cigar","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",3193
"leaf diseased kiwifruit","ete4,token_set_ratio,common",0,"host_associated,disease",2024,"type",3627
"leaf diseased walnut tree","ete4,inmapping,token_set_ratio",0,"host_associated,disease",2024,"type",16718
"leaf litter","ete4,inmapping,token_set_ratio",0,"material,organic",2024,"type",-1
"leaf mold","ete4,inmapping,token_set_ratio",0,"material,organic",2024,"type",-1
"leaf petiole","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",3193
"leaf phaseolus vulgaris","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",3885
"leaf rome apple cultivar","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",3750
"leaf sample","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",3193
"leaf spot","ete4,token_set_ratio,common",0,"host_associated",2024,"type",-1
"leaf tissue","not_assigned",1,"host_associated",20231103,"IsolationSource",-1
"leaf tissue rice korea","ete4,token_set_ratio,common",0,"host_associated,location",2024,"type",4530
"leaf tomato","ete4,token_set_ratio,common",0,"host_associated",2024,"type",4081
"leaf vegetable","not_assigned",1,"host_associated",20231103,"IsolationSource",-1
"leaf vein ( vascular strand )","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",3193
"leaf wash mixedleaf salad","ete4,inmapping,token_set_ratio",1,"food",2024,"type",-1
"leaf wash mixedleaf vegetable salad","ete4,inmapping,token_set_ratio",1,"food",2024,"type",-1
"leaf wash spinach salad","ete4,token_set_ratio,common",0,"aquatic",2024,"type",-1
"lebbeus groenlandicus","ete3",1,"host_associated",20231103,"Host",397956
"lebeckia ambigua","ete3",1,"host_associated",20231103,"Host",508236
"left flank","not_assigned",0,"host_associated,abdominal",2024,"type",-1
"left hand","not_assigned",0,"host_associated,skin",2024,"type",-1
"left pinna","not_assigned",0,"host_associated,auditory_system",2024,"type",-1
"left thigh tissue","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",-1
"leftsided endocarditis","not_assigned",0,"host_associated,circulatory_system,heart,disease",2024,"type",-1
"leg","ete4,token_set_ratio,common",0,"host_associated",2024,"type",-1
"leg bone","ete4,inmapping,token_set_ratio",0,"host_associated,bone",2024,"type",-1
"leg bone commercial broiler","ete4,inmapping,token_set_ratio",0,"host_associated,bone",2024,"type",9031
"leg pu","ete4,inmapping,wratio",1,"host_associated,skin",2024,"type",-1
"leg wound","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",-1
"legume rhizosphere","ete4,inmapping,token_set_ratio",1,"soil,rhizosphere",2024,"type",-1
"legume root","ete4,inmapping,wratio",0,"host_associated,soil,rhizosphere",2024,"host_name",-1
"legumeroot nodule","ete4,inmapping,token_set_ratio",1,"host_associated,soil,rhizosphere",2024,"type",-1
"leiosporoceros dussii","ete3",1,"host_associated",20231103,"Host",263836
"lemna minor","ete3",1,"host_associated",20231103,"Host",4472
"lentil","fuzzy_common",1,"host_associated",20231103,"IsolationSource",3864
"leontopodium alpinum","ete3",1,"host_associated",20231103,"Host",49078
"leontopodium nivale","ete3",1,"host_associated",20231103,"Host",595348
"leptinotarsa decemlineata","ete3",1,"host_associated",20231103,"Host",7539
"leptoglossus zonatus","ete3",1,"host_associated",20231103,"Host",1228019
"lesion","ete4,token_set_ratio,sci",0,"host_associated,wound",2024,"type",-1
"lesion laying hen affected peritonitis","ete4,token_set_ratio,common",0,"host_associated,disease",2024,"type",9031
"lesion site ( lung ) dead turkey colibacillosis","ete4,token_set_ratio,common",0,"host_associated,disease",2024,"type",9103
"lespedeza cuneata","ete3",1,"host_associated",20231103,"Host",53893
"lettuce","not_assigned",0,"host_associated",20231103,"IsolationSource",4236
"lettuce leaf","ete4,wratio,common",1,"host_associated",2024,"type",466611
"lettuce production field","ete4,inmapping,token_set_ratio",0,"food",2024,"type",-1
"lettuce ready salad pack","ete4,inmapping,token_set_ratio",0,"food",2024,"type",-1
"leucaena leucocephala","ete3",1,"host_associated",20231103,"Host",3866
"leukemic human patient","ete4,token_set_ratio,common",0,"host_associated,disease",2024,"type",9606
"libyan oilpolluted soil","environmental",1,"soil,contaminated",20231103,"IsolationSource",-1
"lichen","ete4,inmapping,token_set_ratio",0,"material,organic",2024,"type",-1
"lichen stereocaulon sp .","fuzzy_sci",1,"host_associated",20231103,"Host",2202574
"lichen surface","chicken_synonym",1,"material,organic",20231103,"IsolationSource",-1
"lichen thallus","ete4,inmapping,token_set_ratio",1,"material,organic",2024,"type",-1
"light wheat","not_assigned",0,"host_associated",20231103,"IsolationSource",4565
"light wheat beer","ete4,token_set_ratio,common",0,"food,fermented",2024,"type",-1
"lilac","fuzzy_common",1,"host_associated",20231103,"Host",24208
"lilium davidii var . unicolor ( hoog ) cotton","ete4,inmapping,wratio",1,"host_associated",2024,"host_name",3635
"linum usitatissimum ( flax plant )","ete4,inmapping,wratio",1,"host_associated",2024,"host_name",3193
"linuroncontaminated soil","environmental",1,"soil,contaminated",20231103,"IsolationSource",-1
"liontailed macaque","fuzzy_common",1,"host_associated",20231103,"Host",54601
"liposcelis bostrychophila ( booklouse )","fuzzy_sci",1,"host_associated","20231103_v2","Host",185214
"liquid culture","ete4,inmapping,token_set_ratio",1,"cell_culture",2024,"type",-1
"liquid feed","ete4,inmapping,token_set_ratio",1,"anthropogenic",2024,"type",-1
"liquid joint sample","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",-1
"liquid monoculture","not_assigned",0,"cell_culture",2024,"type",-1
"liquor based","not_assigned",1,"food",20231103,"IsolationSource",-1
"listia bainesii","ete3",1,"host_associated",20231103,"Host",1096782
"litchi pericarp","ete4,token_set_ratio,common",1,"host_associated",2024,"type",151069
"litopenaeus","ete3",1,"host_associated",20231103,"Host",133894
"litopenaeus vannamei","ete4,exact",1,"host_associated",2024,"type",6689
"litopenaeus vannamei purchased supermarket","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",6689
"litter","not_assigned",1,"material",20231103,"IsolationSource",-1
"little auk","not_assigned",0,"host_associated","20231103_v2","Host",28691
"little auk guano","ete4,inmapping,token_set_ratio",0,"host_associated,gastrointestinal_system,fecal",2024,"type",28683
"little campbell river , british columbia , canada","ete4,inmapping,token_set_ratio",0,"aquatic,freshwater,river,location",2024,"type",-1
"liver","ete4,inmapping,token_set_ratio",0,"host_associated,liver",2024,"type",-1
"liver , gallbladder , lymph node","ete4,inmapping,token_set_ratio",1,"host_associated,liver",2024,"type",-1
"liver , lung , small intestine","ete4,inmapping,token_set_ratio",0,"host_associated,gastrointestinal_system,small_gut,liver,respiratory_system,lung",2024,"type",-1
"liver , spleen , kindney","ete4,inmapping,token_set_ratio",0,"host_associated,liver,spleen,kidney",2024,"type",-1
"liver , spleen kidney","ete4,inmapping,token_set_ratio",0,"host_associated,liver,spleen,kidney",2024,"type",-1
"liver abscess","ete4,inmapping,token_set_ratio",1,"host_associated,liver,abscess",2024,"type",-1
"liver abscess drainage fluid","ete4,inmapping,token_set_ratio",0,"host_associated,liver,abscess",2024,"type",-1
"liver air sac","ete4,inmapping,token_set_ratio",0,"host_associated,airsac,liver",2024,"type",-1
"liver bovine aborted fetus","ete4,token_set_ratio,common",0,"host_associated,liver",2024,"type",9913
"liver diseased chicken","ete4,inmapping,token_set_ratio",0,"host_associated,liver,disease",2024,"type",9031
"liver diseased deep sea cagecultured grouper","ete4,inmapping,token_set_ratio",0,"host_associated,liver,disease,aquatic,marine,sea",2024,"type",1489872
"liver spleen","ete4,inmapping,token_set_ratio",0,"host_associated,liver,spleen",2024,"type",-1
"liver spleen chicken ( broiler )","ete4,inmapping,token_set_ratio",0,"host_associated,liver,spleen",2024,"type",9031
"liver tissue","ete4,inmapping,token_set_ratio",1,"host_associated,liver",2024,"type",-1
"livestock","not_assigned",1,"host_associated","20231103_v2","Host",-1
"livestock manure","not_assigned",1,"host_associated",20231103,"IsolationSource",-1
"livestock manure biogas slurry","ete4,inmapping,token_set_ratio",1,"material,organic",2024,"type",-1
"lizard","not_assigned",0,"host_associated",20231103,"Host",1329911
"loach","not_assigned",0,"host_associated",20231103,"Host",30725
"lobaria pulmonaria thallus","fuzzy_sci",1,"host_associated",20231103,"Host",86794
"local geographical","not_assigned",1,,20231103,"IsolationSource",-1
"local geographical source","ete4,inmapping,wratio",1,,2024,"type",-1
"locker_p26_bu28","not_assigned",1,,20231103,"IsolationSource",-1
"locusta migratoria","ete3",1,"host_associated",20231103,"Host",7004
"lolium arundinaceum","ete3",1,"host_associated",20231103,"Host",4606
"lolium perenne","ete3",1,"host_associated",20231103,"Host",4522
"long tail","not_assigned",1,"host_associated","20231103_v2","Host",-1
"long tail squirrel","ete4,inmapping,wratio",0,"host_associated",2024,"host_name",99867
"longterm organic manure fertilized alkaline soil","environmental",1,"soil",20231103,"IsolationSource",-1
"lotus","ete3",1,"host_associated",20231103,"Host",3867
"lotus corniculatus","ete3",1,"host_associated",20231103,"Host",47247
"lotus corniculatus nodule","ete4,inmapping,wratio",0,"soil,rhizosphere",2024,"type",-1
"lotus japoicus","fuzzy_sci",1,"host_associated",20231103,"Host",34305
"lotus japonicus","ete3",1,"host_associated",20231103,"Host",34305
"lotus pond","not_assigned",1,"aquatic,freshwater,pond",20231103,"IsolationSource",-1
"lotus pond , sulfurborax hot spring","ete4,inmapping,token_set_ratio",0,"aquatic,freshwater,pond,spring,hot",2024,"type",-1
"lotus sp .","fuzzy_sci",0,"host_associated",20231103,"Host",3867
"lowbush blueberry","ete4,wratio,common",1,"host_associated",2024,"type",472369
"lower gastrointestinal tract","not_assigned",0,"host_associated,gastrointestinal_system",2024,"type",-1
"lower respiratory tract","ete4,inmapping,token_set_ratio",0,"host_associated,respiratory_system,lung",2024,"type",-1
"lt groin wound","ete4,inmapping,token_set_ratio",0,"host_associated,wound",2024,"type",-1
"lubin copper","not_assigned",1,,"20231103_v2","IsolationSource",-1
"lubin copper mine","ete4,inmapping,wratio",1,"terrestrial,mine",2024,"type",-1
"lung","ete4,inmapping,token_set_ratio",0,"host_associated,respiratory_system,lung",2024,"type",-1
"lung ; spleen","ete4,inmapping,token_set_ratio",1,"host_associated,liver,spleen",2024,"type",-1
"lung aborted horse fetus","ete4,inmapping,token_set_ratio",0,"host_associated,lung",2024,"type",9796
"lung calf","ete4,inmapping,wratio",1,"host_associated,respiratory_system,lung",2024,"type",9913
"lung diseased parakeet","ete4,inmapping,token_set_ratio",0,"host_associated,respiratory_system,lung,disease",2024,"type",9223
"lung sample","not_assigned",1,"host_associated",20231103,"IsolationSource",-1
"lung sample healthy pig","ete4,token_set_ratio,common",0,"host_associated,respiratory_system,lung",2024,"type",9823
"lung sick pig","ete4,token_set_ratio,common",0,"host_associated,respiratory_system,lung,disease",2024,"type",9823
"lung small intestine","ete4,inmapping,wratio",1,"host_associated,gastrointestinal_system,small_gut",2024,"type",-1
"lung tissue grind","ete4,inmapping,token_set_ratio",1,"host_associated,respiratory_system,lung",2024,"type",-1
"lupinus sp .","not_assigned",0,"host_associated",2024,"type",3869
"lupulina","ete4,inmapping,token_set_ratio",1,"host_associated",2024,"type",47085
"lutjanus guttatus ( rose snapper )","not_assigned",0,"host_associated",20231103,"Host",455479
"lwg","not_assigned",1,,20231103,"Host",-1
"lycium barbarum rhizosphere soil","environmental",1,"terrestrial,soil,rhizosphere",20231103,"IsolationSource",-1
"lymph gland","not_assigned",0,"host_associated,lymphatic_system",2024,"type",-1
"lymph node","ete4,inmapping,token_set_ratio",1,"host_associated,lymphatic_system",2024,"type",-1
"lyophilized probiotic supplement","ete4,inmapping,token_set_ratio",1,"material,organic",2024,"type",-1
"lysandra bellargus","ete3",1,"host_associated",20231103,"Host",138070
"maari","not_assigned",1,,20231103,"IsolationSource",-1
"mac","not_assigned",1,,20231103,"IsolationSource",-1
"mac cheese","ete4,inmapping,token_set_ratio",1,"food,fermented",2024,"type",-1
"macaca assamensis","ete3",1,"host_associated",20231103,"Host",9551
"macaca mulatta","ete3",1,"host_associated",20231103,"Host",9544
"macaca silenus","ete3",1,"host_associated",20231103,"Host",54601
"macadamia nut","ncbi_taxonomy",1,"host_associated",20231103,"IsolationSource",60698
"macrobrachium nipponense","ete3",1,"host_associated",20231103,"Host",159736
"macrobrachium rosenbergii","ete3",1,"host_associated",20231103,"Host",79674
"macrocystis pyrifera","ete3",1,"host_associated",20231103,"Host",35122
"macrocystis pyrifera gametophyte","ete4,inmapping,wratio",1,"host_associated",2024,"host_name",35122
"macroplea appendiculata","ete4,exact",1,"host_associated",2024,"host_name",408114
"macroplea mutica","ete3",1,"host_associated",20231103,"Host",408116
"macrosiphum albifrons","ete3",1,"host_associated",20231103,"Host",330458
"macrosiphum gaurae","ete3",1,"host_associated",20231103,"Host",527749
"macrotermes barneyi","ete3",1,"host_associated",20231103,"Host",46573
"macrotermes natalensis","ete3",1,"host_associated",20231103,"Host",315803
"macrotermes natalensis colony mn106","ete4,inmapping,wratio",0,"host_associated,gastrointestinal_system",2024,"host_name",-1
"mactra veneriformis","ete3",1,"host_associated",20231103,"IsolationSource",120570
"madre curry","not_assigned",1,"food",20231103,"IsolationSource",-1
"madre curry powder hot","ete4,inmapping,token_set_ratio",0,"food",2024,"type",-1
"madura foot","ete4,inmapping,token_set_ratio",0,"host_associated,skin,disease",2024,"type",-1
"magallana gigas","ete3",1,"host_associated","20231103_v2","Host",29159
"maggot intestine","ete4,inmapping,token_set_ratio",0,"host_associated,gastrointestinal_system",2024,"type",43738
"main river","not_assigned",1,"aquatic,freshwater,river",20231103,"IsolationSource",-1
"main river flow guiyu town","environmental",1,"aquatic,freshwater,river,location",20231103,"IsolationSource",-1
"maize","fuzzy_common",1,"host_associated",20231103,"Host",381124
"maize rhizoere","not_assigned",0,"terrestrial,soil,rhizosphere",20231103,"IsolationSource",-1
"maize rhizosphere","ete4,token_set_ratio,common",0,"host_associated,soil,rhizosphere",2024,"type",4577
"maize rhizosphere soil","ete4,token_set_ratio,common",0,"host_associated,soil,rhizosphere",2024,"type",4577
"majorca stay severe diarrhea bloody","not_assigned",0,"host_associated,circulatory_system,blood,disease",2024,"type",-1
"makgeolli ( korean traditional alcoholic beverage )","ete4,inmapping,token_set_ratio",0,"food,drink",2024,"type",-1
"malaysia","fuzzy_sci",0,"host_associated","20231103_v2","IsolationSource",32644
"malaysian hospital","ete4,inmapping,wratio",0,"anthropogenic,hospital",2024,"type",-1
"malaysian hotal","not_assigned",1,,"20231103_v2","IsolationSource",-1
"male","ete4,wratio,common",1,"host_associated",2024,"type",9606
"male cancer patient","ete4,token_set_ratio,common",0,"host_associated,disease",2024,"type",9606
"male feces","ete4,token_set_ratio,common",0,"host_associated,gastrointestinal_system,fecal",2024,"type",9606
"mallard","ncbi_taxonomy",1,"host_associated","20231103_v2","IsolationSource",8840
"mallard feces","ete4,inmapping,token_set_ratio",0,"host_associated,gastrointestinal_system,fecal",2024,"type",8840
"malus domestica","ete4,exact",1,"host_associated",2024,"host_name",3750
"malus prunifolia ( crab apple )","ete4,inmapping,wratio",1,"host_associated",2024,"host_name",3750
"malus sieversii","ete3",1,"host_associated",20231103,"Host",106567
"malus sp .","ete4,inmapping,wratio",1,"host_associated",2024,"type",3751
"malus sylvestris","ete4,exact",1,"host_associated",2024,"type",3752
"mana cheese","not_assigned",1,"food","20231103_v2","IsolationSource",-1
"mandarin orange","ncbi_taxonomy",1,"host_associated",20231103,"Host",85571
"mangifera indica","ete3",1,"host_associated",20231103,"Host",29780
"mango","ete4,wratio,common",1,"host_associated",2024,"type",29780
"mango bud","ete4,inmapping,wratio",1,"host_associated",2024,"type",29780
"mangrove","not_assigned",1,"host_associated",20231103,"Host",40031
"mangrove mud","not_assigned",1,"wetland,mud",20231103,"IsolationSource",-1
"mangrove root","ete4,inmapping,token_set_ratio",0,"wetland,soil,rhizosphere",2024,"type",-1
"mangrove sediment","environmental",1,"wetland,sediment",20231103,"IsolationSource",-1
"mangrove soil","environmental",1,"wetland,soil",20231103,"IsolationSource",-1
"mangrove swamp","ete4,inmapping,token_set_ratio",0,"wetland,swamp",2024,"type",-1
"mangrove water port santos , brazil","ete4,inmapping,token_set_ratio",0,"aquatic,wetland,location",2024,"type",-1
"mangrove wetland","not_assigned",1,"wetland,mud",20231103,"IsolationSource",-1
"mangrove wetland ecosystem","ete4,inmapping,token_set_ratio",0,"wetland",2024,"type",-1
"manihot esculenta crantz","fuzzy_sci",1,"host_associated",20231103,"Host",3983
"manila rope placed water tank feed bunk used sampling device","ete4,inmapping,token_set_ratio",0,"anthropogenic",2024,"type",-1
"manis javanica","ete3",1,"host_associated",20231103,"Host",9974
"manure","ete4,inmapping,token_set_ratio",0,"material,organic",2024,"type",-1
"manure compost","not_assigned",1,"terrestrial,soil",20231103,"IsolationSource",-1
"mao tofu","not_assigned",1,"food,fermented",20231103,"IsolationSource",-1
"maotai daqu","not_assigned",1,,20231103,"IsolationSource",-1
"mare","not_assigned",0,"host_associated",20231103,"Host",9796
"mare milk","not_assigned",1,"food,drink",20231103,"IsolationSource",-1
"mare suffering genital tract infection","ete4,inmapping,token_set_ratio",0,"host_associated,urinary_system,disease",2024,"type",9796
"marinated fish","not_assigned",0,"host_associated",20231103,"IsolationSource",7711
"marinated fish product","ete4,inmapping,token_set_ratio",0,"food,fish",2024,"type",-1
"marinated raw chicken","ete4,token_set_ratio,common",0,"food,meat",2024,"type",9031
"marine","not_assigned",1,"aquatic,marine",20231103,"IsolationSource",-1
"marine algae","ete4,inmapping,token_set_ratio",1,"material,organic",2024,"type",-1
"marine biofilm","not_assigned",1,"aquatic,marine,biofilm",20231103,"IsolationSource",-1
"marine biofilms","ete4,inmapping,wratio",1,"aquatic,marine,biofilm",2024,"type",-1
"marine calanoid copepod","ete4,inmapping,wratio",1,"host_associated",2024,"type",6833
"marine environment","ete4,inmapping,token_set_ratio",0,"aquatic,marine",2024,"type",-1
"marine hydrothermal environment","ete4,inmapping,token_set_ratio",0,"aquatic,marine,sea,spring",2024,"type",-1
"marine macroalga","not_assigned",1,"aquatic,marine",20231103,"IsolationSource",-1
"marine macroalga fucus spiralis","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",87149
"marine mud","not_assigned",1,"aquatic,marine,mud",20231103,"IsolationSource",-1
"marine nge","not_assigned",1,"aquatic,marine",20231103,"Host",-1
"marine seawater","ete4,inmapping,token_set_ratio",0,"aquatic,marine,sea",2024,"type",-1
"marine sediment","environmental",1,"aquatic,marine,sediment",20231103,"IsolationSource",-1
"marine sediment collected 5,500m deep","ete4,inmapping,token_set_ratio",1,"aquatic,marine,sediment",2024,"type",-1
"marine sediment liaodong bay","ete4,inmapping,token_set_ratio",0,"aquatic,marine,sediment,location",2024,"type",-1
"marine sludge","not_assigned",1,"aquatic,marine,sludge",20231103,"IsolationSource",-1
"marine solar saltern","ete4,inmapping,token_set_ratio",0,"aquatic,marine,saltern",2024,"type",-1
"marine solar saltern brine","ete4,inmapping,token_set_ratio",0,"aquatic,marine,saltern",2024,"type",-1
"marine sponge","ete4,inmapping,token_set_ratio",0,"host_associated",2024,"type",6040
"marine surface water","ete4,inmapping,token_set_ratio",1,"aquatic,marine",2024,"type",-1
"marine upper","not_assigned",1,"aquatic,marine",20231103,"IsolationSource",-1
"marine upper littoral rockpool","ete4,inmapping,token_set_ratio",1,"aquatic,marine",2024,"type",-1
"market","ete4,inmapping,token_set_ratio",0,"anthropogenic",2024,"type",-1
"market chicken","ete4,token_set_ratio,common",0,"food,meat",2024,"type",9031
"marmot","fuzzy_sci",1,"host_associated",20231103,"Host",9992
"marmota","ete3",1,"host_associated",20231103,"Host",9992
"marmota baibacina","ete3",1,"host_associated",20231103,"Host",93157
"marmota himalayana","ete3",1,"host_associated",20231103,"Host",93163
"marmota sibirica","ete3",1,"host_associated",20231103,"Host",93166
"mashed potato","ete4,inmapping,wratio",0,"food",2024,"type",-1
"masson pine","fuzzy_common",1,"host_associated",20231103,"Host",238572
"mastacembelus","ete3",1,"host_associated",20231103,"Host",94234
"mastitis milk","not_assigned",1,"food,drink",20231103,"IsolationSource",-1
"mastitismilk","ete4,inmapping,wratio",1,"food,drink",2024,"type",-1
"mastotermes darwiniensis","ete3",1,"host_associated",20231103,"Host",13139
"matthiola incana","ete3",1,"host_associated",20231103,"Host",3724
"maxillary lymph node ill pig","ete4,token_set_ratio,common",0,"host_associated,lymphatic_system,disease",2024,"type",9823
"maxillary sinus lavage","not_assigned",0,"host_associated,respiratory_system",2024,"type",-1
"mcrobial keratitis","not_assigned",1,"host_associated,disease","20231103_v2","IsolationSource",-1
"mead","not_assigned",1,"food",20231103,"IsolationSource",-1
"mealworm","not_assigned",1,"host_associated",20231103,"IsolationSource",7067
"meat","ete4,token_set_ratio,sci",0,"food,meat",2024,"type",-1
"meat duck","ete4,inmapping,wratio",1,"food,meat",2024,"host_name",8839
"meat industry","ete4,token_set_ratio,sci",0,"food,meat",2024,"type",-1
"meat processing facility","ete4,inmapping,wratio",1,"anthropogenic,construction",2024,"type",-1
"meat product","ete4,inmapping,token_set_ratio",1,"food,meat",2024,"type",-1
"meat retail","ete4,inmapping,token_set_ratio",0,"food,meat",2024,"type",-1
"meatball , fp","not_assigned",0,"food,meat",2024,"type",-1
"meatball soup , fp","not_assigned",0,"food,meat",2024,"type",-1
"mechanically deboned","not_assigned",1,,20231103,"IsolationSource",-1
"mechanically deboned meat","ete4,inmapping,wratio",0,"food,meat",2024,"type",-1
"medicago","ete3",1,"host_associated",20231103,"Host",3877
"medicago arborea","ete3",1,"host_associated",20231103,"Host",66807
"medicago lupulina","ete4,exact",1,"host_associated",2024,"host_name",47085
"medicago lupulina l .","fuzzy_sci",1,"host_associated",20231103,"Host",47085
"medicago orbicularis","ete3",1,"host_associated",20231103,"Host",70962
"medicago sativa","ete4,exact",1,"host_associated",2024,"type",3879
"medicago sativa l. subsp . ambigua","fuzzy_syn",1,"host_associated",20231103,"Host",3879
"medicago sativa ssp . falcata","fuzzy_sci",1,"host_associated","20231103_v2","Host",3878
"medicago sativa subsp . varia ( martyn ) arcang","fuzzy_sci",1,"host_associated",20231103,"Host",36902
